Publication Date,Fiscal Year,Fundind Source Name,FPS Group,FPS Group Name,Agency Number,Agency Name,Revenue Category,Revenue Category Name,Revenue Class Code,Revenue Class Name,Budget Code,Revenue Source,Revenue Source Name,Revenue Structure Description,Adopted Budget Amount,Current Modified Budget Amount,Yr1_FY,Year 1 Revenue Amount,Year 2 Revenue Amount,Year 3 Revenue Amount,Year 4 Revenue Amount
2016 11 17,2017,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants-Categorical,217,LABOR,1206,16152,W.I.A.  DISLOCATED WORKERS,W.I.A.WORKFORCE INVESTMENT BRD,24031,24031,2017,24031,24031,24031,24031
2016 11 17,2017,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants-Categorical,217,LABOR,1300,16152,W.I.A.  DISLOCATED WORKERS,W.I.A.FMA & EXECUTIVE,1399222,1399222,2017,1399222,1399222,1397833,1397833
2016 11 17,2017,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants-Categorical,217,LABOR,0508,16153,W.I.A. STATEWIDE ACTIVITIES,TRADE ADJUSTMENT ACT GRANT,111801,111801,2017,111801,111801,111801,111801
2016 11 17,2017,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants-Categorical,217,LABOR,0510,16154,WORKFORCE INVESTMENT ACT CENTRAL ADMINIS,W.I.A. CENTRAL ADMIN.,1006244,1006244,2017,1006244,1006244,1006244,1006244
2016 11 17,2017,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants-Categorical,217,LABOR,1100,16154,WORKFORCE INVESTMENT ACT CENTRAL ADMINIS,W.I.A.BUSINESS DEVELOPMENT DIV,83720,83720,2017,83720,83720,83720,83720
2016 11 17,2017,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants-Categorical,217,LABOR,1200,16154,WORKFORCE INVESTMENT ACT CENTRAL ADMINIS,W.I.A.WORKFORCE DEVELOPMT DIV,50025,50025,2017,50025,50025,50025,50025
2016 11 17,2017,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants-Categorical,217,LABOR,1206,16154,WORKFORCE INVESTMENT ACT CENTRAL ADMINIS,W.I.A.WORKFORCE INVESTMENT BRD,1938,1938,2017,1938,1938,1938,1938
2016 11 17,2017,Federal Grants,35,Other - Federal,801,Department of Small Business Services,25,Federal Grants-Categorical,217,LABOR,1300,16154,WORKFORCE INVESTMENT ACT CENTRAL ADMINIS,W.I.A.FMA & EXECUTIVE,2869472,2869472,2017,2869472,2869472,2869472,2869472
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,1510,01207,HOME INVESTMENT PARTNERSHIP,HOME INVESTMENT PARTNERSHIP,8529000,8529000,2017,8529000,8529000,8529000,8529000
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7542,01207,HOME INVESTMENT PARTNERSHIP,HOMEOWNER FIRST DOWN-PAYMENT,3000000,3400000,2017,3400000,3000000,3000000,3000000
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7718,01234,LEAD HAZARD REDUCTION DEMONSTRATION GT,LEAD HAZARD REDUCTION DEMO 10,322650,322650,2017,322650,322650,322650,322650
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7719,01234,LEAD HAZARD REDUCTION DEMONSTRATION GT,LEAD HAZARD REDUCTION DEMO 2012,68703,1506600,2017,1506600,0,0,0
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7722,01234,LEAD HAZARD REDUCTION DEMONSTRATION GT,LEAD HAZARD REDUCTION DEMO 15,0,1241815,2017,1241815,251000,20285,0
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,297,DEPARTMENT of  HOMELAND SECURITY,3004,04244,URBAN AREAS SECURITY INITIATIVE,FFY15 URBAN AREA SECURITY INITIATIVE,65000,65000,2017,65000,0,0,0
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,293,Health and Human Services,7913,11957,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES,FAMILY SERVICES FEDERAL TANF,735862,3500000,2017,3500000,735862,735862,735862
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7651,50000,SECTION 8 ADMIN FEES - VOUCHER,SECTION 8 HOUSING VOUCHER,414046460,413291255,2017,413291255,414046460,414046460,414046460
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7652,50000,SECTION 8 ADMIN FEES - VOUCHER,SECTION 8 ADMIN FEES-VOUCHER,20479002,21527222,2017,21527222,20463702,20463702,20463702
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7890,50000,SECTION 8 ADMIN FEES - VOUCHER,"S+C 333 KOSCIUSKO, BKLYN",755136,755136,2017,755136,755136,755136,755136
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7929,50000,SECTION 8 ADMIN FEES - VOUCHER,SEC 8 FAMILY SELF SUFFICIENCY (FSS),532190,894190,2017,894190,894190,894190,894190
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,2105,50001,SECTION 8 ADMIN FEES - MODERATE SRO,SEC. 8 MODERATE REHAB. SUBSIDY,16609758,16609758,2017,16609758,16609758,16609758,16609758
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,2106,50001,SECTION 8 ADMIN FEES - MODERATE SRO,SECT.8 ADMIN FEES-MODERATE SRO,1150000,1150000,2017,1150000,1150000,1150000,1150000
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7866,50001,SECTION 8 ADMIN FEES - MODERATE SRO,SEC.8 MOD. REHAB #16,169000,169000,2017,169000,169000,169000,169000
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7867,50001,SECTION 8 ADMIN FEES - MODERATE SRO,SEC.8  CLINTON HOUSING W53RD,127235,127235,2017,127235,127235,127235,127235
2017 11 21,2018,City Funds,13,All Other,002,Mayoralty,20,TAXES,005,OTHER TAXES,0421,00114,REFUNDS OF ALL OTHER TAXES,REFUNDS OF ALL OTHER TAXES,-33000000,-33000000,2018,-33000000,-33000000,-33000000,-33000000
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7881,50001,SECTION 8 ADMIN FEES - MODERATE SRO,SEC 8 MOD REHAB - 630 E 6TH ST,280000,280000,2017,280000,280000,280000,280000
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7885,50001,SECTION 8 ADMIN FEES - MODERATE SRO,SEC 8 MOD REHAB - 560 E 165 ST,684360,684360,2017,684360,684360,684360,684360
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7932,50001,SECTION 8 ADMIN FEES - MODERATE SRO,SEC. 8 MOD REBAB-315 BOWERY,191616,191616,2017,191616,191616,191616,191616
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7942,50001,SECTION 8 ADMIN FEES - MODERATE SRO,SEC.8  OLD SCHOOL 552 W53RD,236592,236592,2017,236592,236592,236592,236592
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7951,50001,SECTION 8 ADMIN FEES - MODERATE SRO,SEC 8 MOD REHAB- 2612 BROADWAY,587735,587735,2017,587735,587735,587735,587735
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7653,50002,Continuum of Care - Shelter Plus Care,S+C ADMINISTRATIVE FEES,1405038,1405038,2017,1405038,1378500,1378500,1378500
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7822,50002,Continuum of Care - Shelter Plus Care,FY13 CONTINUUM OF CARE - SNAP 21 TRUXTON AVENUE,449856,449856,2017,449856,449856,449856,449856
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7823,50002,Continuum of Care - Shelter Plus Care,FY13 CONTINUUM OF CARE - SNAP 10-15 PT RICHMOND RD SI,0,139560,2017,139560,139560,139560,139560
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7824,50002,Continuum of Care - Shelter Plus Care,"FY13 CONTINUUM OF CARE - SNAP 1431 COLLEGE AVE BX, 930 W END AVE",0,541788,2017,541788,541788,541788,541788
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7825,50002,Continuum of Care - Shelter Plus Care,"FY13 CONTINUUM OF CARE - SNAP 107 AVE D, 621 WATER ST, NYC",0,172224,2017,172224,172224,172224,172224
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7826,50002,Continuum of Care - Shelter Plus Care,FY13 CONTINUUM OF CARE - SNAP 225 EAST 43RD STREET,335254,335254,2017,335254,335254,335254,335254
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7828,50002,Continuum of Care - Shelter Plus Care,"FY13 CONTINUUM OF CARE - SNAP 742 FOX ST BX, 117 E 118TH ST",122220,122220,2017,122220,122220,122220,122220
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7830,50002,Continuum of Care - Shelter Plus Care,"FY13 CONTINUUM OF CARE - SNAP 1351 BOSTON RD, BX URBAN PATHWAYS",430560,430560,2017,430560,430560,430560,430560
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7831,50002,Continuum of Care - Shelter Plus Care,"FY13 CONTINUUM OF CARE - SNAP 1041 E 179TH ST, BX COMMUNILIFE",544284,544284,2017,544284,544284,544284,544284
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7832,50002,Continuum of Care - Shelter Plus Care,"FY13 CONTINUUM OF CARE - SNAP 226 LINDEN BLVD, BK CCM",315744,315744,2017,315744,315744,315744,315744
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7833,50002,Continuum of Care - Shelter Plus Care,"FY13 CONTINUUM OF CARE - SNAP 3114 VILLA AVE/204 E 204TH ST, BX",345300,345300,2017,345300,345300,345300,345300
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7870,50002,Continuum of Care - Shelter Plus Care,SECT. 8 SHELTER PLUS CARE,535338,535338,2017,535338,535338,535338,535338
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7871,50002,Continuum of Care - Shelter Plus Care,SEC 8 STC-690 E147 ST BX,471391,471391,2017,471391,471391,471391,471391
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7872,50002,Continuum of Care - Shelter Plus Care,SHELTER PLUS CARE,388386,388386,2017,388386,388386,388386,388386
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7873,50002,Continuum of Care - Shelter Plus Care,SECTION 8/ SHELTER,351813,351813,2017,351813,351813,351813,351813
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7874,50002,Continuum of Care - Shelter Plus Care,SEC 8 MOD SPC PITKIN AVE BKLYN,431105,431105,2017,431105,431105,431105,431105
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7875,50002,Continuum of Care - Shelter Plus Care,SEC 8 MOD SPC CLASSON AVE BKYN,222709,222709,2017,222709,222709,222709,222709
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7876,50002,Continuum of Care - Shelter Plus Care,SEC.8 MOD SPC 1385 FULTON BX,949925,949925,2017,949925,949925,949925,949925
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7877,50002,Continuum of Care - Shelter Plus Care,SPC 233 E117TH,323593,323593,2017,323593,323593,323593,323593
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7878,50002,Continuum of Care - Shelter Plus Care,SPC 545 WARRENT,351973,351973,2017,351973,351973,351973,351973
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7879,50002,Continuum of Care - Shelter Plus Care,SEC 8 S&C 117 E.118TH ST,391060,391060,2017,391060,391060,391060,391060
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7890,50002,Continuum of Care - Shelter Plus Care,"S+C 333 KOSCIUSKO, BKLYN",73585,73585,2017,73585,73585,73585,73585
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7891,50002,Continuum of Care - Shelter Plus Care,S+C 239 EAST 121ST,687204,687204,2017,687204,687204,687204,687204
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7892,50002,Continuum of Care - Shelter Plus Care,S+C 373 DEWITT AVE BKLYN,465644,465644,2017,465644,465644,465644,465644
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7893,50002,Continuum of Care - Shelter Plus Care,S+C EAST 128TH STREET NY,408728,408728,2017,408728,408728,408728,408728
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7894,50002,Continuum of Care - Shelter Plus Care,S+C STRATFORD AVE BX,702786,702786,2017,702786,702786,702786,702786
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7895,50002,Continuum of Care - Shelter Plus Care,S+C 57 EAST 128TH STREET NY,228538,228538,2017,228538,228538,228538,228538
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7896,50002,Continuum of Care - Shelter Plus Care,S+C PR 218 GATES AVE BKLYN N.Y,358077,358077,2017,358077,358077,358077,358077
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7897,50002,Continuum of Care - Shelter Plus Care,S + C CROTONA AVE BRONX,359019,359019,2017,359019,359019,359019,359019
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7898,50002,Continuum of Care - Shelter Plus Care,S + C WEST 163RD ST NEW YORK,823851,823851,2017,823851,823851,823851,823851
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7930,50002,Continuum of Care - Shelter Plus Care,S + C 860 EAST 162ND ST NY,573438,573438,2017,573438,573438,573438,573438
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7933,50002,Continuum of Care - Shelter Plus Care,SEC. 8 RENT SUBSIDY 138 ST NY,895313,895313,2017,895313,895313,895313,895313
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7934,50002,Continuum of Care - Shelter Plus Care,S+C 154 E 122 ST WESTON UNITED,473198,473198,2017,473198,473198,473198,473198
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7936,50002,Continuum of Care - Shelter Plus Care,SHELTER+CARE,680805,680805,2017,680805,680805,680805,680805
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7937,50002,Continuum of Care - Shelter Plus Care,S+C 1305 MORRIS AVE.-067,429126,429126,2017,429126,429126,429126,429126
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7938,50002,Continuum of Care - Shelter Plus Care,S+C IMMACULATA HALL,894552,894552,2017,894552,894552,894552,894552
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7939,50002,Continuum of Care - Shelter Plus Care,S+C JERICHO PROJECT,506270,506270,2017,506270,506270,506270,506270
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7940,50002,Continuum of Care - Shelter Plus Care,"S+C CHICA,LP.",393494,393494,2017,393494,393494,393494,393494
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7941,50002,Continuum of Care - Shelter Plus Care,S+C HOUR CHILDREN ARTS,53426,53426,2017,53426,53426,53426,53426
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7943,50002,Continuum of Care - Shelter Plus Care,S+C 691 PROSPECT AVE,325465,325465,2017,325465,325465,325465,325465
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7944,50002,Continuum of Care - Shelter Plus Care,S+C 1534 PROSPECT PLACE,567264,567264,2017,567264,567264,567264,567264
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7945,50002,Continuum of Care - Shelter Plus Care,S+C 901 ANDERSON AVE,354794,354794,2017,354794,354794,354794,354794
2016 11 17,2017,Federal Grants,35,Other - Federal,806,Housing Preservation and Development,25,Federal Grants-Categorical,214,HOUSING AND URBAN DEVELOPMENT,7946,50002,Continuum of Care - Shelter Plus Care,S+C 211 EAST 81ST STREET,192000,192000,2017,192000,192000,192000,192000
